Country_Name,Cod_Na_UIS,Context_Indicator_Name,EMAC_IND_CONT_COD,Year,Value
Sint Maarten (Dutch part),SX,Rural population,37,2013,0
Sint Maarten (Dutch part),SX,"School enrollment, preprimary (% gross)",38,2013,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% gross)",39,2013,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% net)",40,2013,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% gross)",41,2013,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% net)",42,2013,
Sint Maarten (Dutch part),SX,"Secondary education, pupils",43,2013,
Sint Maarten (Dutch part),SX,Urban population,44,2013,36607
Saint Kitts and Nevis,KN,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2013,99.27571
Saint Kitts and Nevis,KN,Adolescents out of school (% of lower secondary school age),2,2013,
Saint Kitts and Nevis,KN,Children out of school (% of primary school age),3,2013,0.248679996
Saint Kitts and Nevis,KN,"Children out of school, primary",4,2013,13
Saint Kitts and Nevis,KN,"Compulsory education, duration (years)",5,2013,12
Saint Kitts and Nevis,KN,"Current education expenditure, total (% of total expenditure in public institutions)",6,2013,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2013,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2013,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2013,
Saint Kitts and Nevis,KN,Expenditure on primary education (% of government expenditure on education),10,2013,
Saint Kitts and Nevis,KN,Expenditure on secondary education (% of government expenditure on education),11,2013,
Saint Kitts and Nevis,KN,GDP (current US$),12,2013,874896296.3
Saint Kitts and Nevis,KN,GDP per capita (current US$),13,2013,18315.91468
Saint Kitts and Nevis,KN,Gini index,14,2013,
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of GDP)",15,2013,3.817313433
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of government expenditure)",16,2013,13.77105331
Saint Kitts and Nevis,KN,"Government expenditure per student, primary (% of GDP per capita)",17,2013,
Saint Kitts and Nevis,KN,"Government expenditure per student, secondary (% of GDP per capita)",18,2013,
Saint Kitts and Nevis,KN,International migrant stock (% of population),19,2013,
Saint Kitts and Nevis,KN,"International migrant stock, total",20,2013,
Saint Kitts and Nevis,KN,"Literacy rate, adult total (% of people ages 15 and above)",21,2013,
Saint Kitts and Nevis,KN,"Literacy rate, youth total (% of people ages 15-24)",22,2013,
Saint Kitts and Nevis,KN,Net migration,23,2013,-191
Saint Kitts and Nevis,KN,"Over-age students, primary (% of enrollment)",24,2013,2.70174
Saint Kitts and Nevis,KN,"Population ages 0-14, female",25,2013,5373
Saint Kitts and Nevis,KN,"Population ages 0-14, male",26,2013,5324
Saint Kitts and Nevis,KN,"Population ages 15-64, female",27,2013,16956
Saint Kitts and Nevis,KN,"Population ages 15-64, male",28,2013,16555
Saint Kitts and Nevis,KN,"Population ages 65 and above, female",29,2013,2009
Saint Kitts and Nevis,KN,"Population ages 65 and above, male",30,2013,1548
Saint Kitts and Nevis,KN,"Population, female",31,2013,24339
Saint Kitts and Nevis,KN,"Population, male",32,2013,23427
Saint Kitts and Nevis,KN,"Population, total",33,2013,47767
Saint Kitts and Nevis,KN,Poverty headcount ratio at national poverty lines (% of population),34,2013,
Saint Kitts and Nevis,KN,"Primary education, pupils",35,2013,5589
Saint Kitts and Nevis,KN,"Repeaters, primary, total (% of total enrollment)",36,2013,1.25246
Saint Kitts and Nevis,KN,Rural population,37,2013,32976
Saint Kitts and Nevis,KN,"School enrollment, preprimary (% gross)",38,2013,109.6478882
Saint Kitts and Nevis,KN,"School enrollment, primary (% gross)",39,2013,108.3139496
Saint Kitts and Nevis,KN,"School enrollment, primary (% net)",40,2013,95.96469
Saint Kitts and Nevis,KN,"School enrollment, secondary (% gross)",41,2013,116.3954315
Saint Kitts and Nevis,KN,"School enrollment, secondary (% net)",42,2013,97.78965
Saint Kitts and Nevis,KN,"Secondary education, pupils",43,2013,4792
Saint Kitts and Nevis,KN,Urban population,44,2013,14791
Uruguay,UY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2013,99.78567
Uruguay,UY,Adolescents out of school (% of lower secondary school age),2,2013,
Uruguay,UY,Children out of school (% of primary school age),3,2013,0.083810002
Uruguay,UY,"Children out of school, primary",4,2013,245
Uruguay,UY,"Compulsory education, duration (years)",5,2013,14
Uruguay,UY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2013,95.79425049
Uruguay,UY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2013,52.31441116
Uruguay,UY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2013,88.62464905
Uruguay,UY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2013,27.57889938
Uruguay,UY,Expenditure on primary education (% of government expenditure on education),10,2013,
Uruguay,UY,Expenditure on secondary education (% of government expenditure on education),11,2013,
Uruguay,UY,GDP (current US$),12,2013,61337620936
Uruguay,UY,GDP per capita (current US$),13,2013,18140.89192
Uruguay,UY,Gini index,14,2013,40.5
Uruguay,UY,"Government expenditure on education, total (% of GDP)",15,2013,4.519380093
Uruguay,UY,"Government expenditure on education, total (% of government expenditure)",16,2013,14.37047005
Uruguay,UY,"Government expenditure per student, primary (% of GDP per capita)",17,2013,
Uruguay,UY,"Government expenditure per student, secondary (% of GDP per capita)",18,2013,
Uruguay,UY,International migrant stock (% of population),19,2013,
Uruguay,UY,"International migrant stock, total",20,2013,
Uruguay,UY,"Literacy rate, adult total (% of people ages 15 and above)",21,2013,98.36386871
Uruguay,UY,"Literacy rate, youth total (% of people ages 15-24)",22,2013,98.92976379
Uruguay,UY,Net migration,23,2013,-5655
Uruguay,UY,"Over-age students, primary (% of enrollment)",24,2013,8.53557
Uruguay,UY,"Population ages 0-14, female",25,2013,355647
Uruguay,UY,"Population ages 0-14, male",26,2013,372076
Uruguay,UY,"Population ages 15-64, female",27,2013,1088563
Uruguay,UY,"Population ages 15-64, male",28,2013,1071178
Uruguay,UY,"Population ages 65 and above, female",29,2013,304981
Uruguay,UY,"Population ages 65 and above, male",30,2013,188734
Uruguay,UY,"Population, female",31,2013,1749192
Uruguay,UY,"Population, male",32,2013,1631988
Uruguay,UY,"Population, total",33,2013,3381180
Uruguay,UY,Poverty headcount ratio at national poverty lines (% of population),34,2013,
Uruguay,UY,"Primary education, pupils",35,2013,327137
Uruguay,UY,"Repeaters, primary, total (% of total enrollment)",36,2013,4.84566
Uruguay,UY,Rural population,37,2013,174367
Uruguay,UY,"School enrollment, preprimary (% gross)",38,2013,92.27005768
Uruguay,UY,"School enrollment, primary (% gross)",39,2013,111.701561
Uruguay,UY,"School enrollment, primary (% net)",40,2013,99.49267
Uruguay,UY,"School enrollment, secondary (% gross)",41,2013,109.451622
Uruguay,UY,"School enrollment, secondary (% net)",42,2013,
Uruguay,UY,"Secondary education, pupils",43,2013,337609
Uruguay,UY,Urban population,44,2013,3206813
Antigua and Barbuda,AG,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,93.73436
Antigua and Barbuda,AG,Adolescents out of school (% of lower secondary school age),2,2014,2.098779917
Antigua and Barbuda,AG,Children out of school (% of primary school age),3,2014,5.567140102
Antigua and Barbuda,AG,"Children out of school, primary",4,2014,534
Antigua and Barbuda,AG,"Compulsory education, duration (years)",5,2014,11
Antigua and Barbuda,AG,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,
Antigua and Barbuda,AG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,
Antigua and Barbuda,AG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,
Antigua and Barbuda,AG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,
Antigua and Barbuda,AG,Expenditure on primary education (% of government expenditure on education),10,2014,
Antigua and Barbuda,AG,Expenditure on secondary education (% of government expenditure on education),11,2014,
Antigua and Barbuda,AG,GDP (current US$),12,2014,1249733333
Antigua and Barbuda,AG,GDP per capita (current US$),13,2014,14004.81121
Antigua and Barbuda,AG,Gini index,14,2014,
Antigua and Barbuda,AG,"Government expenditure on education, total (% of GDP)",15,2014,2.70147109
Antigua and Barbuda,AG,"Government expenditure on education, total (% of government expenditure)",16,2014,9.850485802
Antigua and Barbuda,AG,"Government expenditure per student, primary (% of GDP per capita)",17,2014,
Antigua and Barbuda,AG,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,
Antigua and Barbuda,AG,International migrant stock (% of population),19,2014,
Antigua and Barbuda,AG,"International migrant stock, total",20,2014,
Antigua and Barbuda,AG,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,
Antigua and Barbuda,AG,"Literacy rate, youth total (% of people ages 15-24)",22,2014,
Antigua and Barbuda,AG,Net migration,23,2014,108
Antigua and Barbuda,AG,"Over-age students, primary (% of enrollment)",24,2014,9.30004
Antigua and Barbuda,AG,"Population ages 0-14, female",25,2014,9529
Antigua and Barbuda,AG,"Population ages 0-14, male",26,2014,9797
Antigua and Barbuda,AG,"Population ages 15-64, female",27,2014,33114
Antigua and Barbuda,AG,"Population ages 15-64, male",28,2014,29840
Antigua and Barbuda,AG,"Population ages 65 and above, female",29,2014,4105
Antigua and Barbuda,AG,"Population ages 65 and above, male",30,2014,2852
Antigua and Barbuda,AG,"Population, female",31,2014,46748
Antigua and Barbuda,AG,"Population, male",32,2014,42488
Antigua and Barbuda,AG,"Population, total",33,2014,89236
Antigua and Barbuda,AG,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Antigua and Barbuda,AG,"Primary education, pupils",35,2014,10172
Antigua and Barbuda,AG,"Repeaters, primary, total (% of total enrollment)",36,2014,2.47739
Antigua and Barbuda,AG,Rural population,37,2014,66771
Antigua and Barbuda,AG,"School enrollment, preprimary (% gross)",38,2014,92.74593353
Antigua and Barbuda,AG,"School enrollment, primary (% gross)",39,2014,106.0467072
Antigua and Barbuda,AG,"School enrollment, primary (% net)",40,2014,91.88907
Antigua and Barbuda,AG,"School enrollment, secondary (% gross)",41,2014,106.9801331
Antigua and Barbuda,AG,"School enrollment, secondary (% net)",42,2014,83.36424
Antigua and Barbuda,AG,"Secondary education, pupils",43,2014,8077
Antigua and Barbuda,AG,Urban population,44,2014,22465
Argentina,AR,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,99.7727
Argentina,AR,Adolescents out of school (% of lower secondary school age),2,2014,0.51128
Argentina,AR,Children out of school (% of primary school age),3,2014,0.09804
Argentina,AR,"Children out of school, primary",4,2014,4205
Argentina,AR,"Compulsory education, duration (years)",5,2014,13
Argentina,AR,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,93.02700806
Argentina,AR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,
Argentina,AR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,
Argentina,AR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,
Argentina,AR,Expenditure on primary education (% of government expenditure on education),10,2014,30.06039
Argentina,AR,Expenditure on secondary education (% of government expenditure on education),11,2014,41.47732
Argentina,AR,GDP (current US$),12,2014,5.2632E+11
Argentina,AR,GDP per capita (current US$),13,2014,12334.79825
Argentina,AR,Gini index,14,2014,41.6
Argentina,AR,"Government expenditure on education, total (% of GDP)",15,2014,5.361440182
Argentina,AR,"Government expenditure on education, total (% of government expenditure)",16,2014,13.79932976
Argentina,AR,"Government expenditure per student, primary (% of GDP per capita)",17,2014,14.38654
Argentina,AR,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,21.31954
Argentina,AR,International migrant stock (% of population),19,2014,
Argentina,AR,"International migrant stock, total",20,2014,
Argentina,AR,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,98.99388885
Argentina,AR,"Literacy rate, youth total (% of people ages 15-24)",22,2014,99.29670715
Argentina,AR,Net migration,23,2014,5801
Argentina,AR,"Over-age students, primary (% of enrollment)",24,2014,8.44527
Argentina,AR,"Population ages 0-14, female",25,2014,5166355
Argentina,AR,"Population ages 0-14, male",26,2014,5454489
Argentina,AR,"Population ages 15-64, female",27,2014,13610675
Argentina,AR,"Population ages 15-64, male",28,2014,13746255
Argentina,AR,"Population ages 65 and above, female",29,2014,2785951
Argentina,AR,"Population ages 65 and above, male",30,2014,1905775
Argentina,AR,"Population, female",31,2014,21562981
Argentina,AR,"Population, male",32,2014,21106519
Argentina,AR,"Population, total",33,2014,42669500
Argentina,AR,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Argentina,AR,"Primary education, pupils",35,2014,4780105
Argentina,AR,"Repeaters, primary, total (% of total enrollment)",36,2014,2.11698
Argentina,AR,Rural population,37,2014,3679391
Argentina,AR,"School enrollment, preprimary (% gross)",38,2014,73.24919891
Argentina,AR,"School enrollment, primary (% gross)",39,2014,111.459671
Argentina,AR,"School enrollment, primary (% net)",40,2014,99.44461
Argentina,AR,"School enrollment, secondary (% gross)",41,2014,106.0355606
Argentina,AR,"School enrollment, secondary (% net)",42,2014,87.6325
Argentina,AR,"Secondary education, pupils",43,2014,4450741
Argentina,AR,Urban population,44,2014,38990109
Bahamas,BS,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,75.62908
Bahamas,BS,Adolescents out of school (% of lower secondary school age),2,2014,
Bahamas,BS,Children out of school (% of primary school age),3,2014,
Bahamas,BS,"Children out of school, primary",4,2014,
Bahamas,BS,"Compulsory education, duration (years)",5,2014,12
Bahamas,BS,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,
Bahamas,BS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,
Bahamas,BS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,
Bahamas,BS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,
Bahamas,BS,Expenditure on primary education (% of government expenditure on education),10,2014,
Bahamas,BS,Expenditure on secondary education (% of government expenditure on education),11,2014,
Bahamas,BS,GDP (current US$),12,2014,11176100000
Bahamas,BS,GDP per capita (current US$),13,2014,28720.66219
Bahamas,BS,Gini index,14,2014,
Bahamas,BS,"Government expenditure on education, total (% of GDP)",15,2014,2.5
Bahamas,BS,"Government expenditure on education, total (% of government expenditure)",16,2014,14.15999985
Bahamas,BS,"Government expenditure per student, primary (% of GDP per capita)",17,2014,
Bahamas,BS,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,
Bahamas,BS,International migrant stock (% of population),19,2014,
Bahamas,BS,"International migrant stock, total",20,2014,
Bahamas,BS,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,
Bahamas,BS,"Literacy rate, youth total (% of people ages 15-24)",22,2014,
Bahamas,BS,Net migration,23,2014,1001
Bahamas,BS,"Over-age students, primary (% of enrollment)",24,2014,9.1689
Bahamas,BS,"Population ages 0-14, female",25,2014,46569
Bahamas,BS,"Population ages 0-14, male",26,2014,46329
Bahamas,BS,"Population ages 15-64, female",27,2014,139985
Bahamas,BS,"Population ages 15-64, male",28,2014,129665
Bahamas,BS,"Population ages 65 and above, female",29,2014,15267
Bahamas,BS,"Population ages 65 and above, male",30,2014,11317
Bahamas,BS,"Population, female",31,2014,201821
Bahamas,BS,"Population, male",32,2014,187310
Bahamas,BS,"Population, total",33,2014,389131
Bahamas,BS,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Bahamas,BS,"Primary education, pupils",35,2014,31705
Bahamas,BS,"Repeaters, primary, total (% of total enrollment)",36,2014,2.96799
Bahamas,BS,Rural population,37,2014,67444
Bahamas,BS,"School enrollment, preprimary (% gross)",38,2014,37.38097
Bahamas,BS,"School enrollment, primary (% gross)",39,2014,
Bahamas,BS,"School enrollment, primary (% net)",40,2014,75.44279
Bahamas,BS,"School enrollment, secondary (% gross)",41,2014,
Bahamas,BS,"School enrollment, secondary (% net)",42,2014,72.62728
Bahamas,BS,"Secondary education, pupils",43,2014,31681
Bahamas,BS,Urban population,44,2014,321687
Brazil,BR,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,97.4362
Brazil,BR,Adolescents out of school (% of lower secondary school age),2,2014,5.185319901
Brazil,BR,Children out of school (% of primary school age),3,2014,0.136079997
Brazil,BR,"Children out of school, primary",4,2014,600337
Brazil,BR,"Compulsory education, duration (years)",5,2014,14
Brazil,BR,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,93.43430328
Brazil,BR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,56.33071899
Brazil,BR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,76.9018631
Brazil,BR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,42.56137848
Brazil,BR,Expenditure on primary education (% of government expenditure on education),10,2014,26.81877
Brazil,BR,Expenditure on secondary education (% of government expenditure on education),11,2014,43.09467
Brazil,BR,GDP (current US$),12,2014,2.45604E+12
Brazil,BR,GDP per capita (current US$),13,2014,12071.40465
Brazil,BR,Gini index,14,2014,52
Brazil,BR,"Government expenditure on education, total (% of GDP)",15,2014,5.948480129
Brazil,BR,"Government expenditure on education, total (% of government expenditure)",16,2014,15.44384003
Brazil,BR,"Government expenditure per student, primary (% of GDP per capita)",17,2014,19.45078
Brazil,BR,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,20.56801
Brazil,BR,International migrant stock (% of population),19,2014,
Brazil,BR,"International migrant stock, total",20,2014,
Brazil,BR,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,91.72943115
Brazil,BR,"Literacy rate, youth total (% of people ages 15-24)",22,2014,98.84568787
Brazil,BR,Net migration,23,2014,24940
Brazil,BR,"Over-age students, primary (% of enrollment)",24,2014,15.69987
Brazil,BR,"Population ages 0-14, female",25,2014,22851337
Brazil,BR,"Population ages 0-14, male",26,2014,23737040
Brazil,BR,"Population ages 15-64, female",27,2014,71570121
Brazil,BR,"Population ages 15-64, male",28,2014,69721347
Brazil,BR,"Population ages 65 and above, female",29,2014,8853008
Brazil,BR,"Population ages 65 and above, male",30,2014,6726799
Brazil,BR,"Population, female",31,2014,103274465
Brazil,BR,"Population, male",32,2014,100185186
Brazil,BR,"Population, total",33,2014,203459650
Brazil,BR,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Brazil,BR,"Primary education, pupils",35,2014,16630217
Brazil,BR,"Repeaters, primary, total (% of total enrollment)",36,2014,
Brazil,BR,Rural population,37,2014,29517926
Brazil,BR,"School enrollment, preprimary (% gross)",38,2014,90.28508759
Brazil,BR,"School enrollment, primary (% gross)",39,2014,110.3164597
Brazil,BR,"School enrollment, primary (% net)",40,2014,94.84088
Brazil,BR,"School enrollment, secondary (% gross)",41,2014,102.6355286
Brazil,BR,"School enrollment, secondary (% net)",42,2014,81.92489
Brazil,BR,"Secondary education, pupils",43,2014,24224944
Brazil,BR,Urban population,44,2014,173941724
British Virgin Islands,VG,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,93.82196
British Virgin Islands,VG,Adolescents out of school (% of lower secondary school age),2,2014,4.885499954
British Virgin Islands,VG,Children out of school (% of primary school age),3,2014,0.683390021
British Virgin Islands,VG,"Children out of school, primary",4,2014,20
British Virgin Islands,VG,"Compulsory education, duration (years)",5,2014,12
British Virgin Islands,VG,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,
British Virgin Islands,VG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,
British Virgin Islands,VG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,
British Virgin Islands,VG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,
British Virgin Islands,VG,Expenditure on primary education (% of government expenditure on education),10,2014,
British Virgin Islands,VG,Expenditure on secondary education (% of government expenditure on education),11,2014,
British Virgin Islands,VG,GDP (current US$),12,2014,
British Virgin Islands,VG,GDP per capita (current US$),13,2014,
British Virgin Islands,VG,Gini index,14,2014,
British Virgin Islands,VG,"Government expenditure on education, total (% of GDP)",15,2014,4.018388271
British Virgin Islands,VG,"Government expenditure on education, total (% of government expenditure)",16,2014,14.70944214
British Virgin Islands,VG,"Government expenditure per student, primary (% of GDP per capita)",17,2014,
British Virgin Islands,VG,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,
British Virgin Islands,VG,International migrant stock (% of population),19,2014,
British Virgin Islands,VG,"International migrant stock, total",20,2014,
British Virgin Islands,VG,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,
British Virgin Islands,VG,"Literacy rate, youth total (% of people ages 15-24)",22,2014,
British Virgin Islands,VG,Net migration,23,2014,260
British Virgin Islands,VG,"Over-age students, primary (% of enrollment)",24,2014,6.71346
British Virgin Islands,VG,"Population ages 0-14, female",25,2014,2789
British Virgin Islands,VG,"Population ages 0-14, male",26,2014,2921
British Virgin Islands,VG,"Population ages 15-64, female",27,2014,10991
British Virgin Islands,VG,"Population ages 15-64, male",28,2014,10257
British Virgin Islands,VG,"Population ages 65 and above, female",29,2014,1046
British Virgin Islands,VG,"Population ages 65 and above, male",30,2014,968
British Virgin Islands,VG,"Population, female",31,2014,14826
British Virgin Islands,VG,"Population, male",32,2014,14145
British Virgin Islands,VG,"Population, total",33,2014,28971
British Virgin Islands,VG,Poverty headcount ratio at national poverty lines (% of population),34,2014,
British Virgin Islands,VG,"Primary education, pupils",35,2014,3277
British Virgin Islands,VG,"Repeaters, primary, total (% of total enrollment)",36,2014,5.85902
British Virgin Islands,VG,Rural population,37,2014,15582
British Virgin Islands,VG,"School enrollment, preprimary (% gross)",38,2014,131.8047333
British Virgin Islands,VG,"School enrollment, primary (% gross)",39,2014,111.3489609
British Virgin Islands,VG,"School enrollment, primary (% net)",40,2014,91.05875
British Virgin Islands,VG,"School enrollment, secondary (% gross)",41,2014,92.76377106
British Virgin Islands,VG,"School enrollment, secondary (% net)",42,2014,79.13165
British Virgin Islands,VG,"Secondary education, pupils",43,2014,1987
British Virgin Islands,VG,Urban population,44,2014,13389
Chile,CL,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,93.45821
Chile,CL,Adolescents out of school (% of lower secondary school age),2,2014,1.286849976
Chile,CL,Children out of school (% of primary school age),3,2014,3.89989996
Chile,CL,"Children out of school, primary",4,2014,56759
Chile,CL,"Compulsory education, duration (years)",5,2014,12
Chile,CL,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,
Chile,CL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,
Chile,CL,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,
Chile,CL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,
Chile,CL,Expenditure on primary education (% of government expenditure on education),10,2014,24.79976
Chile,CL,Expenditure on secondary education (% of government expenditure on education),11,2014,27.97542
Chile,CL,GDP (current US$),12,2014,2.59405E+11
Chile,CL,GDP per capita (current US$),13,2014,14666.34312
Chile,CL,Gini index,14,2014,
Chile,CL,"Government expenditure on education, total (% of GDP)",15,2014,4.730949879
Chile,CL,"Government expenditure on education, total (% of government expenditure)",16,2014,19.92100906
Chile,CL,"Government expenditure per student, primary (% of GDP per capita)",17,2014,14.18282
Chile,CL,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,15.10182
Chile,CL,International migrant stock (% of population),19,2014,
Chile,CL,"International migrant stock, total",20,2014,
Chile,CL,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,
Chile,CL,"Literacy rate, youth total (% of people ages 15-24)",22,2014,
Chile,CL,Net migration,23,2014,52709
Chile,CL,"Over-age students, primary (% of enrollment)",24,2014,7.42013
Chile,CL,"Population ages 0-14, female",25,2014,1750432
Chile,CL,"Population ages 0-14, male",26,2014,1824117
Chile,CL,"Population ages 15-64, female",27,2014,6089968
Chile,CL,"Population ages 15-64, male",28,2014,6121727
Chile,CL,"Population ages 65 and above, female",29,2014,1071159
Chile,CL,"Population ages 65 and above, male",30,2014,829705
Chile,CL,"Population, female",31,2014,8911559
Chile,CL,"Population, male",32,2014,8775549
Chile,CL,"Population, total",33,2014,17687108
Chile,CL,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Chile,CL,"Primary education, pupils",35,2014,1469099
Chile,CL,"Repeaters, primary, total (% of total enrollment)",36,2014,4.05332
Chile,CL,Rural population,37,2014,2245732
Chile,CL,"School enrollment, preprimary (% gross)",38,2014,81.71443939
Chile,CL,"School enrollment, primary (% gross)",39,2014,100.9414597
Chile,CL,"School enrollment, primary (% net)",40,2014,93.42186
Chile,CL,"School enrollment, secondary (% gross)",41,2014,100.6820908
Chile,CL,"School enrollment, secondary (% net)",42,2014,88.54193
Chile,CL,"Secondary education, pupils",43,2014,1556372
Chile,CL,Urban population,44,2014,15441376
Colombia,CO,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2014,92.90561
Colombia,CO,Adolescents out of school (% of lower secondary school age),2,2014,5.949299812
Colombia,CO,Children out of school (% of primary school age),3,2014,
Colombia,CO,"Children out of school, primary",4,2014,
Colombia,CO,"Compulsory education, duration (years)",5,2014,10
Colombia,CO,"Current education expenditure, total (% of total expenditure in public institutions)",6,2014,74.05142975
Colombia,CO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2014,49.46266174
Colombia,CO,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2014,75.40397644
Colombia,CO,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2014,44.59130859
Colombia,CO,Expenditure on primary education (% of government expenditure on education),10,2014,35.60003
Colombia,CO,Expenditure on secondary education (% of government expenditure on education),11,2014,37.49596
Colombia,CO,GDP (current US$),12,2014,3.81241E+11
Colombia,CO,GDP per capita (current US$),13,2014,8167.472842
Colombia,CO,Gini index,14,2014,52.6
Colombia,CO,"Government expenditure on education, total (% of GDP)",15,2014,4.629459858
Colombia,CO,"Government expenditure on education, total (% of government expenditure)",16,2014,14.80897999
Colombia,CO,"Government expenditure per student, primary (% of GDP per capita)",17,2014,17.04063
Colombia,CO,"Government expenditure per student, secondary (% of GDP per capita)",18,2014,16.88747
Colombia,CO,International migrant stock (% of population),19,2014,
Colombia,CO,"International migrant stock, total",20,2014,
Colombia,CO,"Literacy rate, adult total (% of people ages 15 and above)",21,2014,94.18624878
Colombia,CO,"Literacy rate, youth total (% of people ages 15-24)",22,2014,98.54094696
Colombia,CO,Net migration,23,2014,-67516
Colombia,CO,"Over-age students, primary (% of enrollment)",24,2014,16.96587
Colombia,CO,"Population ages 0-14, female",25,2014,5690063
Colombia,CO,"Population ages 0-14, male",26,2014,5925823
Colombia,CO,"Population ages 15-64, female",27,2014,16146593
Colombia,CO,"Population ages 15-64, male",28,2014,15716975
Colombia,CO,"Population ages 65 and above, female",29,2014,1780711
Colombia,CO,"Population ages 65 and above, male",30,2014,1417781
Colombia,CO,"Population, female",31,2014,23617367
Colombia,CO,"Population, male",32,2014,23060580
Colombia,CO,"Population, total",33,2014,46677947
Colombia,CO,Poverty headcount ratio at national poverty lines (% of population),34,2014,
Colombia,CO,"Primary education, pupils",35,2014,4542644
Colombia,CO,"Repeaters, primary, total (% of total enrollment)",36,2014,1.57124
Colombia,CO,Rural population,37,2014,9608655
Colombia,CO,"School enrollment, preprimary (% gross)",38,2014,
Colombia,CO,"School enrollment, primary (% gross)",39,2014,114.5444183
Colombia,CO,"School enrollment, primary (% net)",40,2014,90.46317
Colombia,CO,"School enrollment, secondary (% gross)",41,2014,94.9876709
Colombia,CO,"School enrollment, secondary (% net)",42,2014,75.58286
Colombia,CO,"Secondary education, pupils",43,2014,4827962
Colombia,CO,Urban population,44,2014,37069292
